model_id,split
1363,train
1364,train
1365,train
1366,train
1367,train
1368,validation
1369,train
1370,train
1371,train
1372,train
1373,validation
1374,train
1375,train
1376,train
1377,train
1378,validation
1379,train
1380,train
1381,train
1382,validation
1383,train
1384,validation
1385,train
1386,train
1387,train
1388,validation
1389,train
1390,train
1391,validation
1392,validation
1393,train
1394,validation
1395,train
1396,train
1397,train
1398,train
1399,train
1400,train
1401,train
1402,train
1403,validation
1404,train
1405,validation
1406,train
1407,validation
1408,train
1409,train
1410,train
1411,train
1412,train
1413,train
1414,train
1415,train
1416,train
1417,train
1418,train
1419,validation
1420,train
1421,train
1422,train
1423,train
1424,train
1425,train
1426,train
1427,train
1428,train
1429,train
1430,train
1431,train
1432,train
1433,train
1434,validation
1435,train
1436,train
1437,train
1438,train
1439,train
1440,train
1441,train
1442,train
1443,train
1444,train
1445,train
1446,train
1447,train
1448,train
1449,train
1450,train
1451,train
1452,train
1453,validation
1454,train
1455,train
1456,train
1457,train
1458,validation
1459,train
1460,train
1461,train
1462,train
1463,train
1464,train
1465,train
1466,validation
1467,train
1468,train
1469,train
1470,train
1471,train
1472,train
1473,train
1474,train
1475,train
1476,train
1477,train
1478,train
1479,train
1480,train
1481,train
1482,train
1483,validation
1484,train
1485,train
1486,validation
1487,train
1488,train
1489,train
1490,train
1491,validation
1492,train
1493,train
1494,train
1495,train
1496,validation
1497,train
1498,train
1499,train
1500,train
1501,train
1502,train
1503,train
1504,train
1505,train
1506,train
1507,train
1508,validation
1509,train
1510,train
1511,train
1512,train
1513,train
1514,train
1515,train
1516,train
1517,train
1518,train
1519,train
1520,validation
1521,train
1522,validation
1523,validation
1524,train
1525,train
1526,train
1527,train
1528,validation
1529,train
1530,train
1531,validation
1532,train
1533,train
1534,train
1535,validation
1536,validation
1537,train
1538,train
1539,train
1540,train
1541,train
1542,train
1543,validation
1544,validation
1545,train
1546,train
1547,train
1548,validation
1549,train
1550,validation
1551,validation
1552,train
1553,validation
1554,train
1555,train
1556,train
1557,train
1558,train
1559,train
1560,validation
1561,train
1562,train
1563,train
1564,validation
1565,train
1566,train
1567,validation
1568,validation
1569,train
1570,validation
1571,train
1572,validation
1573,validation
1574,train
1575,train
1576,train
1577,train
1578,train
1579,validation
1580,train
1581,validation
1582,validation
1583,validation
1584,train
1585,train
1586,train
1587,validation
1588,train
1589,train
1590,train
1591,train
1592,train
1593,train
1594,train
1595,train
1596,train
1597,train
1598,train
1599,train
1600,validation
1601,validation
1602,train
1603,train
1604,validation
1605,train
1606,train
1607,train
1608,train
1609,train
1610,validation
1611,train
1612,train
1613,validation
1614,train
1615,train
1616,train
1617,train
1618,train
1619,train
1620,train
1621,train
1622,train
1623,train
1624,train
1625,train
1626,train
1627,train
1628,train
1629,validation
1630,train
1631,train
1632,train
1633,train
1634,validation
1635,train
1636,train
1637,train
1638,train
1639,train
1640,train
1641,train
1642,train
1643,train
1644,train
1645,train
1646,train
1647,train
1648,train
1649,validation
1650,train
1651,train
1652,train
1653,validation
1654,validation
1655,validation
1656,train
1657,train
1658,train
1659,train
1660,train
1661,train
1662,train
1663,train
1664,train
1665,train
1666,train
1667,train
1668,validation
1669,train
1670,validation
1671,train
1672,validation
1673,train
1674,train
1675,train
1676,train
1677,train
1678,train
1679,train
1680,train
1681,train
1682,train
1683,train
1684,train
1685,train
1686,train
1687,train
1688,train
1689,validation
1690,train
1691,train
1692,train
1693,train
1694,validation
1695,train
1696,train
1697,train
1698,validation
1699,train
1700,validation
1701,validation
1702,validation
1703,train
1704,train
1705,train
1706,validation
1707,train
1708,train
1709,validation
1710,train
1711,train
1712,train
1713,train
1714,validation
1715,train
1716,train
1717,train
1718,train
1719,validation
1720,train
1721,validation
1722,train
1723,validation
1724,train
1725,validation
1726,train
1727,validation
1728,train
1729,validation
1730,train
1731,train
1732,train
1733,train
1734,train
1735,train
1736,validation
1737,train
1738,train
1739,train
1740,train
1741,validation
1742,train
1743,train
1744,train
1745,validation
1746,train
1747,validation
1748,train
1749,validation
1750,train
1751,train
1752,validation
1753,train
1754,train
1755,train
1756,train
1757,train
1758,train
1759,train
1760,train
1761,train
1762,train
1763,train
1764,train
1765,train
1766,train
1767,train
1768,validation
1769,train
1770,validation
1771,train
1772,train
1773,train
1774,train
1775,train
1776,train
1777,train
1778,train
1779,validation
1780,train
1781,train
1782,train
1783,train
1784,train
1785,validation
1786,train
1787,validation
1788,train
1789,validation
1790,train
1791,train
1792,train
1793,train
1794,train
1795,train
1796,train
1797,train
1798,train
1799,train
1800,train
1801,train
1802,train
1803,validation
1804,train
1805,train
1806,train
1807,validation
1808,validation
1809,train
1810,train
1811,train
1812,train
1813,validation
1814,train
1815,train
1816,train
1817,train
1818,train
1819,train
1820,train
1821,validation
1822,train
1823,validation
1824,train
1825,train
1826,train
1827,train
1828,validation
1829,train
1830,train
1831,train
1832,train
1833,train
1834,train
1835,train
1836,train
1837,train
1838,train
1839,validation
1840,train
1841,validation
1842,train
1843,train
1844,train
1845,train
1846,validation
1847,train
1848,validation
1849,validation
1850,train
1851,train
1852,train
1853,train
1854,validation
1855,train
1856,validation
1857,train
1858,train
1859,train
1860,train
1861,validation
1862,train
1863,train
1864,train
1865,validation
1866,train
1867,train
1868,train
1869,train
1870,train
1871,validation
1872,validation
1873,train
1874,train
1875,validation
1876,train
1877,train
1878,train
1879,train
1880,train
1881,train
1882,train
1883,train
1884,train
1885,train
1886,train
1887,train
1888,train
1889,train
1890,train
1891,train
1892,train
1893,train
1894,train
1895,train
1896,train
1897,train
1898,train
1899,validation
1900,validation
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,train
1908,train
1909,validation
1910,train
1911,validation
1912,train
1913,train
1914,train
1915,train
1916,train
1917,train
1918,train
1919,train
1920,train
1921,train
1922,train
1923,train
1924,train
1925,train
1926,validation
1927,train
1928,validation
1929,train
1930,train
1931,validation
1932,validation
1933,validation
1934,train
1935,train
1936,train
1937,train
1938,validation
1939,train
1940,validation
1941,train
1942,train
1943,validation
1944,train
1945,train
1946,validation
1947,validation
1948,train
1949,train
1950,train
1951,train
1952,validation
1953,validation
1954,train
1955,validation
1956,validation
1957,train
1958,train
1959,train
1960,validation
1961,train
1962,train
1963,train
1964,validation
1965,train
1966,train
1967,train
1968,train
1969,train
1970,train
1971,train
1972,validation
1973,train
1974,train
1975,train
1976,train
1977,train
1978,validation
1979,train
1980,validation
1981,train
1982,train
1983,train
1984,train
1985,train
1986,train
1987,train
1988,train
1989,train
1990,train
1991,validation
1992,train
1993,train
1994,train
1995,train
1996,train
1997,train
1998,train
1999,train
2000,train
2001,train
2002,train
2003,train
2004,train
2005,validation
2006,validation
2007,train
2008,train
2009,validation
2010,train
2011,train
2012,train
2013,validation
2014,train
2015,train
2016,train
2017,train
2018,train
2019,train
2020,train
2021,train
2022,train
2023,train
2024,train
2025,train
2026,train
2027,validation
2028,validation
2029,train
2030,train
2031,train
2032,train
2033,validation
2034,train
2035,validation
2036,train
2037,validation
2038,train
2039,validation
2040,train
2041,validation
2042,train
2043,train
2044,train
2045,train
2046,train
2047,train
2048,train
2049,train
2050,train
2051,train
2052,train
2053,train
2054,train
2055,train
2056,train
2057,train
2058,train
2059,validation
2060,train
2061,validation
2062,validation
2063,train
2064,train
2065,train
2066,train
2067,train
2068,train
2069,validation
2070,train
2071,validation
2072,train
2073,train
2074,train
2075,train
2076,validation
2077,train
2078,train
2079,train
2080,train
2081,train
2082,train
2083,validation
2084,validation
2085,validation
2086,train
2087,validation
2088,validation
2089,train
2090,train
2091,train
2092,validation
2093,train
2094,train
2095,train
2096,train
2097,train
2098,train
2099,train
2100,train
2101,validation
2102,train
2103,train
2104,train
2105,train
2106,train
2107,train
2108,train
2109,validation
2110,train
2111,train
2112,validation
2113,train
2114,train
2115,train
2116,train
2117,train
2118,train
2119,validation
2120,train
2121,validation
2122,train
2123,train
2124,train
2125,train
2126,train
2127,train
2128,train
2129,train
2130,train
2131,train
2132,validation
2133,train
2134,validation
2135,train
2136,train
2137,train
2138,train
2139,train
2140,train
2141,validation
2142,validation
2143,validation
2144,validation
2145,train
2146,train
2147,train
2148,train
2149,validation
2150,train
2151,train
2152,validation
2153,train
2154,train
2155,train
2156,train
2157,train
2158,validation
2159,train
2160,train
2161,train
2162,train
2163,train
2164,train
2165,train
2166,train
2167,train
2168,train
2169,validation
2170,train
2171,train
2172,train
2173,train
2174,train
2175,validation
2176,validation
2177,train
2178,train
2179,train
2180,train
2181,train
2182,validation
2183,train
2184,train
2185,train
2186,train
2187,train
2188,validation
2189,train
2190,train
2191,validation
2192,train
2193,train
2194,train
2195,train
2196,validation
2197,validation
2198,validation
2199,train
2200,train
2201,train
2202,train
2203,train
2204,train
2205,train
2206,train
2207,train
2208,train
2209,train
2210,train
2211,train
2212,train
2213,train
2214,train
2215,train
2216,train
2217,validation
2218,train
2219,train
2220,train
2221,train
2222,train
2223,train
2224,train
2225,validation
2226,train
2227,validation
2228,train
2229,validation
2230,train
2231,train
2232,train
2233,train
2234,train
2235,train
2236,train
2237,train
2238,train
2239,train
2240,train
2241,train
2242,train
2243,train
2244,validation
2245,train
2246,train
2247,validation
2248,train
2249,train
2250,train
2251,train
2252,validation
2253,train
2254,validation
2255,validation
2256,validation
2257,validation
2258,train
2259,train
2260,train
2261,train
2262,train
2263,validation
2264,train
2265,validation
2266,validation
2267,validation
2268,train
2269,train
2270,validation
2271,train
2272,validation
2273,validation
2274,train
2275,train
2276,train
2277,train
2278,train
2279,train
2280,train
2281,train
2282,train
2283,train
2284,validation
2285,train
2286,train
2287,train
2288,train
2289,train
2290,train
2291,validation
2292,train
2293,train
2294,validation
2295,train
2296,train
2297,train
2298,train
2299,train
2300,train
2301,validation
2302,train
2303,train
2304,train
2305,train
2306,train
2307,train
2308,train
2309,validation
2310,train
2311,train
2312,train
2313,train
2314,train
2315,train
2316,validation
2317,train
2318,train
2319,validation
2320,train
2321,train
2322,train
2323,train
2324,train
2325,train
2326,train
2327,train
2328,train
2329,validation
2330,train
2331,train
2332,train
2333,validation
2334,train
2335,train
2336,train
2337,validation
2338,train
2339,train
2340,train
2341,train
2342,train
2343,validation
2344,train
2345,train
2346,validation
2347,train
2348,train
2349,train
2350,train
2351,train
2352,train
2353,train
2354,train
2355,train
2356,train
2357,train
2358,train
2359,train
2360,train
2361,validation
2362,train
2363,train
2364,train
2365,validation
2366,validation
2367,train
2368,train
2369,train
2370,validation
2371,train
2372,train
2373,train
2374,train
2375,train
2376,train
2377,train
2378,train
2379,train
2380,train
2381,train
2382,train
2383,train
2384,train
2385,train
2386,train
2387,train
2388,train
2389,train
2390,validation
2391,train
2392,train
2393,validation
2394,train
2395,train
2396,train
2397,validation
2398,train
2399,train
2400,train
2401,train
2402,train
2403,validation
2404,train
2405,train
2406,validation
2407,train
2408,validation
2409,validation
2410,train
2411,train
2412,train
2413,train
2414,validation
2415,train
2416,train
2417,train
2418,train
2419,train
2420,validation
2421,train
2422,train
2423,validation
2424,train
2425,train
2426,train
2427,train
2428,train
2429,train
2430,train
2431,validation
2432,train
2433,train
2434,train
2435,train
2436,train
2437,train
2438,train
2439,train
2440,train
2441,validation
2442,validation
2443,train
2444,train
2445,validation
2446,train
2447,train
2448,train
2449,train
2450,train
2451,train
2452,validation
2453,train
2454,train
2455,train
2456,train
2457,train
2458,train
2459,train
2460,validation
2461,train
2462,train
2463,train
2464,train
2465,train
2466,validation
2467,train
2468,train
2469,train
2470,train
2471,validation
2472,train
2473,train
2474,train
2475,train
2476,train
2477,train
2478,validation
2479,train
2480,validation
2481,train
2482,train
2483,validation
2484,train
2485,train
2486,train
2487,train
2488,train
2489,train
2490,train
2491,validation
2492,train
2493,train
2494,train
2495,train
2496,train
2497,validation
2498,train
2499,train
2500,train
2501,train
2502,train
2503,train
2504,validation
2505,validation
2506,train
2507,validation
2508,train
2509,train
2510,train
2511,train
2512,train
2513,train
2514,train
2515,train
2516,train
2517,train
2518,validation
2519,train
2520,train
2521,validation
2522,train
2523,train
2524,train
2525,train
2526,train
2527,train
2528,validation
2529,train
2530,train
2531,train
2532,validation
2533,train
2534,train
2535,train
2536,train
2537,train
2538,train
2539,train
2540,train
2541,train
2542,train
2543,train
2544,validation
2545,train
2546,train
2547,train
2548,train
2549,train
2550,train
2551,train
2552,train
2553,train
2554,train
2555,train
2556,train
2557,validation
2558,train
2559,train
2560,validation
2561,train
2562,validation
2563,train
2564,train
2565,train
2566,train
2567,train
2568,train
2569,train
2570,train
2571,train
2572,train
2573,train
2574,train
2575,train
2576,train
2577,train
2578,train
2579,train
2580,train
2581,train
2582,train
2583,validation
2584,train
2585,train
2586,train
2587,validation
2588,train
2589,validation
2590,train
2591,train
2592,train
2593,train
2594,train
2595,validation
2596,train
2597,train
2598,train
2599,train
2600,train
2601,train
2602,train
2603,train
2604,train
2605,train
2606,train
2607,train
2608,train
2609,validation
2610,train
2611,train
2612,train
2613,validation
2614,validation
2615,train
2616,train
2617,train
2618,train
2619,train
2620,validation
2621,train
2622,train
2623,train
2624,validation
2625,train
2626,train
2627,train
2628,train
2629,train
2630,train
2631,train
2632,train
2633,validation
2634,train
2635,train
2636,validation
2637,train
2638,validation
2639,train
2640,validation
2641,validation
2642,train
2643,train
2644,train
2645,train
2646,train
2647,train
2648,train
2649,train
2650,train
2651,train
2652,train
2653,validation
2654,train
2655,train
2656,train
2657,validation
2658,validation
2659,validation
2660,train
2661,train
2662,train
2663,train
2664,validation
2665,train
2666,train
2667,train
2668,train
2669,train
2670,train
2671,train
2672,train
2673,train
2674,train
2675,train
2676,train
2677,train
2678,train
2679,train
2680,train
2681,train
2682,train
2683,train
2684,train
2685,train
2686,train
2687,train
2688,train
2689,train
2690,validation
2691,train
2692,train
2693,train
2694,train
2695,train
2696,train
2697,train
2698,train
2699,validation
2700,train
2701,train
2702,train
2703,train
2704,train
2705,train
2706,train
2707,train
2708,train
2709,train
2710,validation
2711,train
2712,train
2713,train
2714,train
2715,train
2716,train
2717,train
2718,train
2719,train
2720,train
2721,train
2722,train
2723,train
2724,train
2725,validation
2726,train
2727,train
2728,train
2729,train
2730,train
2731,train
2732,train
2733,train
2734,validation
2735,train
2736,validation
2737,train
2738,train
2739,train
2740,train
2741,validation
2742,train
2743,train
2744,train
2745,train
2746,train
2747,validation
2748,train
2749,validation
2750,train
2751,train
2752,validation
2753,validation
2754,train
2755,train
2756,train
2757,train
2758,train
2759,validation
2760,train
2761,train
2762,train
2763,train
2765,train
2766,train
2767,train
2768,train
2769,train
2770,train
2771,train
2772,train
2773,validation
2774,train
2775,train
2776,validation
2777,train
2778,validation
2779,validation
2780,train
2781,train
2782,train
2783,train
2784,train
2785,train
2786,train
2787,train
2788,train
2789,train
2790,validation
2791,validation
2792,train
2793,validation
2794,train
2795,train
2796,train
2797,train
2798,train
2799,validation
2800,train
2801,train
2802,validation
2803,validation
2804,train
2805,train
2806,train
2807,validation
2808,train
2809,train
2810,validation
2811,train
2812,train
2813,train
2814,validation
2815,validation
2816,train
2817,train
2818,validation
2819,train
2820,train
2821,train
2822,train
2823,train
2824,train
2825,train
2826,train
2827,train
2828,validation
2829,validation
2830,validation
2831,validation
2832,train
2833,validation
2834,train
2835,train
2836,train
2837,train
2838,train
2839,train
2840,train
2841,train
2842,train
2843,validation
2844,validation
2845,validation
2846,train
2847,train
2848,validation
2849,train
2850,train
2851,train
2852,train
2853,train
2854,train
2855,train
2856,train
2857,train
2858,train
2859,train
2860,validation
2861,train
2862,train
2863,train
2864,validation
2865,validation
2866,train
2867,train
2868,train
2869,train
2870,train
2871,validation
2872,train
2873,train
2874,train
2875,validation
2876,train
2877,train
2878,train
2879,train
2880,train
2881,validation
2882,train
2883,train
2884,validation
2885,train
2886,train
2887,train
2888,train
2889,train
2890,train
2891,train
2892,train
2893,train
2894,train
2895,train
2896,train
2897,train
2898,train
2899,validation
2900,train
2901,train
2902,train
2903,train
2904,train
2905,train
2906,train
2907,train
2908,train
2909,train
2910,train
2911,train
2912,train
2913,train
2914,train
2915,validation
2916,train
2917,train
2918,validation
2919,train
2920,train
2921,train
2922,train
2923,train
2924,train
2925,train
2926,train
2927,train
2928,train
2929,train
2930,train
2931,train
2932,train
2933,validation
2934,validation
2935,train
2936,train
2937,train
2938,train
2939,validation
2940,train
2941,train
2942,train
2943,train
2944,train
2945,train
2946,train
2947,validation
2948,train
2949,train
2950,train
2951,train
2952,train
2953,train
2954,train
2955,train
2956,train
2957,train
2958,train
2959,train
2960,train
2961,train
2962,train
2963,validation
2964,train
2965,train
2966,validation
2967,train
2968,validation
2969,train
2970,train
2971,train
2972,train
2973,validation
2974,train
2975,train
2976,train
2977,train
2978,train
2979,train
2980,train
2981,train
2982,train
2983,train
2984,train
2985,validation
2986,train
2987,train
2988,train
2989,train
2990,train
2991,train
2992,train
2993,train
2994,train
2995,train
2996,train
2997,train
2998,validation
2999,train
3000,validation
3001,train
3002,train
3003,validation
3004,train
3005,train
3006,train
3007,train
3008,train
3009,train
3010,validation
3011,train
3012,train
3013,train
3014,validation
3015,train
3016,train
3017,train
3018,train
3019,validation
3020,train
3021,train
3022,validation
3023,train
3024,train
3025,train
3026,validation
3027,train
3028,train
3029,train
3030,train
3031,train
3032,train
3033,train
3034,train
3035,train
3036,train
3037,train
3038,train
3039,train
3040,validation
3041,train
3042,train
3043,validation
3044,validation
3045,train
3046,train
3047,train
3048,train
3049,train
3050,train
3051,train
3052,train
3053,train
3054,train
3055,train
3056,train
3057,train
3058,validation
3059,train
3060,train
3061,validation
3062,train
3063,train
3064,train
3065,train
3066,train
3067,train
3068,train
3069,validation
3070,train
3071,train
3072,train
3073,train
3074,train
3075,train
3076,train
3077,train
3078,train
3079,train
3080,train
3081,validation
3082,train
3083,train
3084,train
3085,train
3086,train
3087,train
3088,train
3089,train
3090,train
3091,train
3092,train
3093,train
3094,train
3095,train
3096,train
3097,validation
3098,validation
3099,validation
3100,train
3101,validation
3102,train
3103,validation
3104,validation
3105,validation
3106,validation
3107,validation
3108,train
3109,train
3110,train
3111,train
3112,validation
3113,train
3114,train
3115,train
3116,validation
3117,train
3118,train
3119,train
3120,train
3121,train
3122,train
3123,train
3124,train
3125,validation
3126,train
3127,train
3128,train
3129,validation
3130,validation
3131,train
3132,validation
3133,train
3134,train
3135,train
3136,validation
3137,train
3138,validation
3139,train
3140,train
3141,validation
3142,train
3143,train
3144,train
3145,train
3146,validation
3147,train
3148,train
3149,train
3150,validation
3151,train
3152,train
3153,train
3154,train
3155,train
3156,train
3157,train
3158,train
3159,train
3160,train
3161,train
3162,train
3163,train
3164,train
3165,validation
3166,train
3167,train
3168,train
3169,train
3170,train
3171,train
3172,train
3173,validation
3174,validation
3175,validation
3176,train
3177,validation
3178,validation
3179,train
3180,train
3181,train
3182,train
3183,train
3184,train
3185,train
3186,train
3187,train
3188,train
3189,train
3190,train
3191,validation
3192,train
3193,train
3194,train
3195,train
3196,train
3197,train
3198,train
3199,train
3200,train
3201,train
3202,train
3203,validation
3204,train
3205,train
3206,train
3207,train
3208,train
3209,train
3210,validation
3211,train
3212,train
3213,train
3214,train
3215,validation
3216,validation
3217,train
3218,validation
3219,train
3220,train
3221,train
3222,train
3223,train
3224,validation
3225,validation
3226,validation
3227,train
3228,train
3229,train
3230,train
3231,train
3232,train
3233,train
3234,train
3235,train
3236,train
3237,train
3238,train
3239,train
3240,train
3241,train
3242,train
3243,train
3244,train
3245,validation
3246,train
3247,train
3248,train
3249,validation
3250,train
3251,train
3252,train
3253,train
3254,train
3255,validation
3256,validation
3257,train
3258,train
3259,train
3260,train
3261,train
3262,train
3263,train
3264,train
3265,train
3266,train
3267,train
3268,train
3269,train
3270,train
3271,train
3272,train
3273,train
3274,train
3275,validation
3276,train
3277,validation
3278,validation
3279,train
3280,validation
3281,validation
3282,train
3283,train
3284,train
3285,train
3286,train
3287,validation
3288,train
3289,train
3290,train
3291,train
3292,train
3293,train
3294,train
3295,train
3296,train
3297,train
3298,validation
3299,train
3300,train
3301,train
3302,train
3303,train
3304,train
3305,validation
3306,train
3307,train
