model_id,split
1362,train
1363,validation
1364,train
1365,validation
1366,train
1367,validation
1368,train
1369,train
1370,train
1371,train
1372,validation
1373,train
1374,train
1375,validation
1376,train
1377,train
1378,train
1379,validation
1380,train
1381,validation
1382,train
1383,train
1384,train
1385,train
1386,train
1387,train
1388,train
1389,validation
1390,train
1391,train
1392,train
1393,train
1394,train
1395,train
1396,validation
1397,train
1398,validation
1399,train
1400,train
1401,train
1402,train
1403,train
1404,train
1405,train
1406,train
1407,train
1408,train
1409,train
1410,train
1411,validation
1412,train
1413,train
1414,train
1415,validation
1416,train
1417,validation
1418,validation
1419,train
1420,validation
1421,validation
1422,validation
1423,train
1424,train
1425,train
1426,train
1427,train
1428,train
1429,train
1430,train
1431,train
1432,validation
1433,train
1434,train
1435,train
1436,train
1437,validation
1438,train
1439,train
1440,train
1441,train
1442,train
1443,train
1444,train
1445,train
1446,train
1447,train
1448,validation
1449,train
1450,train
1451,train
1452,validation
1453,train
1454,validation
1455,train
1456,train
1457,validation
1458,train
1459,train
1460,train
1461,train
1462,train
1463,train
1464,train
1465,train
1466,train
1467,train
1468,train
1469,train
1470,train
1471,train
1472,train
1473,train
1474,validation
1475,validation
1476,train
1477,train
1478,train
1479,train
1480,train
1481,train
1482,train
1483,train
1484,train
1485,validation
1486,train
1487,train
1488,train
1489,train
1490,train
1491,train
1492,train
1493,train
1494,train
1495,train
1496,train
1497,train
1498,train
1499,train
1500,validation
1501,train
1502,train
1503,train
1504,train
1505,train
1506,train
1507,train
1508,train
1509,train
1510,train
1511,train
1512,train
1513,train
1514,train
1515,train
1516,validation
1517,train
1518,train
1519,train
1520,train
1521,train
1522,validation
1523,validation
1524,train
1525,validation
1526,train
1527,validation
1528,train
1529,validation
1530,train
1531,validation
1532,train
1533,train
1534,train
1535,train
1536,train
1537,train
1538,train
1539,train
1540,train
1541,train
1542,validation
1543,train
1544,train
1545,train
1546,train
1547,train
1548,train
1549,train
1550,train
1551,train
1552,train
1553,train
1554,train
1555,validation
1556,train
1557,train
1558,train
1559,train
1560,train
1561,train
1562,train
1563,train
1564,train
1565,train
1566,train
1567,train
1568,train
1569,validation
1570,train
1571,train
1572,train
1573,train
1574,train
1575,train
1576,validation
1577,validation
1578,train
1579,validation
1580,validation
1581,train
1582,train
1583,validation
1584,train
1585,train
1586,validation
1587,train
1588,train
1589,validation
1590,train
1591,train
1592,train
1593,train
1594,train
1595,train
1596,validation
1597,validation
1598,train
1599,train
1600,train
1601,train
1602,train
1603,validation
1604,validation
1605,validation
1606,train
1607,validation
1608,train
1609,train
1610,train
1611,train
1612,train
1613,train
1614,train
1615,train
1616,train
1617,validation
1618,train
1619,train
1620,train
1621,train
1622,validation
1623,train
1624,train
1625,train
1626,validation
1627,train
1628,validation
1629,validation
1630,validation
1631,train
1632,train
1633,train
1634,train
1635,train
1636,train
1637,train
1638,train
1639,validation
1640,train
1641,train
1642,train
1643,validation
1644,train
1645,validation
1646,validation
1647,train
1648,train
1649,train
1650,train
1651,validation
1652,train
1653,train
1654,train
1655,validation
1656,train
1657,train
1658,validation
1659,train
1660,validation
1661,train
1662,train
1663,train
1664,train
1665,train
1666,train
1667,train
1668,train
1669,train
1670,train
1671,validation
1672,train
1673,train
1674,train
1675,train
1676,train
1677,validation
1678,train
1679,train
1680,train
1681,train
1682,train
1683,train
1684,train
1685,train
1686,train
1687,train
1688,train
1689,train
1690,validation
1691,train
1692,validation
1693,validation
1694,train
1695,train
1696,validation
1697,train
1698,train
1699,validation
1700,validation
1701,train
1702,train
1703,validation
1704,validation
1705,train
1706,train
1707,train
1708,train
1709,train
1710,train
1711,train
1712,train
1713,train
1714,train
1715,train
1716,train
1717,train
1718,train
1719,train
1720,train
1721,train
1722,validation
1723,train
1724,train
1725,train
1726,train
1727,train
1728,train
1729,train
1730,validation
1731,train
1732,validation
1733,train
1734,validation
1735,train
1736,train
1737,train
1738,train
1739,train
1740,train
1741,train
1742,train
1743,train
1744,train
1745,train
1746,train
1747,train
1748,train
1749,train
1750,validation
1751,train
1752,train
1753,train
1754,validation
1755,validation
1756,train
1757,train
1758,train
1759,train
1760,train
1761,validation
1762,train
1763,train
1764,train
1765,validation
1766,train
1767,train
1768,train
1769,train
1770,train
1771,train
1772,train
1773,train
1774,train
1775,train
1776,train
1777,train
1778,train
1779,train
1780,validation
1781,train
1782,train
1783,train
1784,validation
1785,train
1786,train
1787,train
1788,train
1789,train
1790,train
1791,train
1792,train
1793,train
1794,train
1795,validation
1796,train
1797,train
1798,train
1799,train
1800,train
1801,train
1802,train
1803,train
1804,train
1805,train
1806,train
1807,train
1808,train
1809,validation
1810,train
1811,train
1812,train
1813,train
1814,train
1815,validation
1816,train
1817,train
1818,validation
1819,train
1820,train
1821,train
1822,validation
1823,validation
1824,train
1825,train
1826,train
1827,train
1828,train
1829,train
1830,train
1831,train
1832,train
1833,train
1834,validation
1835,train
1836,validation
1837,train
1838,train
1839,validation
1840,validation
1841,train
1842,train
1843,validation
1844,train
1845,train
1846,train
1847,train
1848,train
1849,validation
1850,train
1851,train
1852,train
1853,train
1854,train
1855,train
1856,validation
1857,train
1858,validation
1859,train
1860,train
1861,train
1862,train
1863,train
1864,validation
1865,validation
1866,train
1867,train
1868,train
1869,train
1870,validation
1871,validation
1872,validation
1873,validation
1874,train
1875,train
1876,train
1877,train
1878,train
1879,train
1880,train
1881,train
1882,train
1883,train
1884,train
1885,train
1886,validation
1887,train
1888,train
1889,train
1890,train
1891,train
1892,train
1893,train
1894,train
1895,train
1896,train
1897,train
1898,train
1899,train
1900,validation
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,train
1908,train
1909,train
1910,validation
1911,train
1912,train
1913,validation
1914,train
1915,train
1916,train
1917,train
1918,train
1919,validation
1920,train
1921,validation
1922,train
1923,train
1924,train
1925,train
1926,train
1927,train
1928,validation
1929,train
1930,validation
1931,validation
1932,train
1933,validation
1934,train
1935,validation
1936,train
1937,train
1938,train
1939,validation
1940,train
1941,train
1942,train
1943,train
1944,train
1945,validation
1946,train
1947,train
1948,train
1949,validation
1950,train
1951,train
1952,train
1953,train
1954,train
1955,train
1956,train
1957,train
1958,train
1959,train
1960,train
1961,train
1962,train
1963,train
1964,train
1965,train
1966,validation
1967,train
1968,validation
1969,train
1970,train
1971,train
1972,validation
1973,train
1974,validation
1975,train
1976,train
1977,train
1978,train
1979,validation
1980,train
1981,train
1982,train
1983,train
1984,validation
1985,train
1986,train
1987,train
1988,train
1989,train
1990,train
1991,train
1992,validation
1993,train
1994,validation
1995,train
1996,train
1997,validation
1998,train
1999,train
2000,train
2001,train
2002,train
2003,validation
2004,train
2005,train
2006,train
2007,train
2008,train
2009,validation
2010,train
2011,train
2012,train
2013,train
2014,train
2015,train
2016,train
2017,train
2018,train
2019,train
2020,validation
2021,train
2022,train
2023,train
2024,train
2025,train
2026,train
2027,validation
2028,train
2029,validation
2030,train
2031,train
2032,train
2033,train
2034,validation
2035,validation
2036,train
2037,train
2038,train
2039,train
2040,train
2041,train
2042,train
2043,train
2044,train
2045,train
2046,train
2047,validation
2048,train
2049,train
2050,train
2051,validation
2052,train
2053,validation
2054,train
2055,validation
2056,train
2057,train
2058,train
2059,train
2060,validation
2061,validation
2062,train
2063,train
2064,train
2065,train
2066,train
2067,validation
2068,validation
2069,validation
2070,train
2071,train
2072,train
2073,train
2074,validation
2075,train
2076,train
2077,train
2078,train
2079,train
2080,train
2081,train
2082,train
2083,train
2084,train
2085,validation
2086,validation
2087,validation
2088,train
2089,train
2090,train
2091,train
2092,validation
2093,train
2094,train
2095,validation
2096,validation
2097,train
2098,train
2099,train
2100,train
2101,train
2102,validation
2103,validation
2104,train
2105,train
2106,train
2107,train
2108,train
2109,train
2110,train
2111,train
2112,train
2113,train
2114,validation
2115,train
2116,train
2117,train
2118,train
2119,train
2120,train
2121,train
2122,train
2123,train
2124,train
2125,validation
2126,train
2127,validation
2128,train
2129,train
2130,train
2131,validation
2132,train
2133,train
2134,train
2135,train
2136,train
2137,train
2138,validation
2139,validation
2140,train
2141,train
2142,train
2143,train
2144,train
2145,train
2146,train
2147,train
2148,train
2149,train
2150,train
2151,train
2152,train
2153,train
2154,train
2155,train
2156,train
2157,train
2158,train
2159,train
2160,train
2161,train
2162,train
2163,train
2164,validation
2165,train
2166,validation
2167,train
2168,train
2169,train
2170,train
2171,train
2172,validation
2173,train
2174,train
2175,train
2176,train
2177,train
2178,validation
2179,train
2180,train
2181,train
2182,train
2183,train
2184,train
2185,validation
2186,validation
2187,train
2188,train
2189,train
2190,train
2191,train
2192,train
2193,train
2194,train
2195,train
2196,train
2197,train
2198,train
2199,train
2200,train
2201,train
2202,train
2203,train
2204,train
2205,train
2206,train
2207,validation
2208,train
2209,validation
2210,validation
2211,train
2212,train
2213,train
2214,train
2215,train
2216,train
2217,validation
2218,train
2219,train
2220,train
2221,validation
2222,train
2223,train
2224,train
2225,train
2226,train
2227,validation
2228,train
2229,train
2230,train
2231,train
2232,train
2233,train
2234,train
2235,train
2236,train
2237,train
2238,train
2239,train
2240,train
2241,train
2242,train
2243,validation
2244,train
2245,train
2246,train
2247,validation
2248,train
2249,train
2250,train
2251,validation
2252,train
2253,train
2254,train
2255,train
2256,train
2257,train
2258,train
2259,train
2260,train
2261,train
2262,train
2263,validation
2264,train
2265,train
2266,train
2267,validation
2268,validation
2269,validation
2270,validation
2271,validation
2272,train
2273,train
2274,train
2275,train
2276,train
2277,train
2278,validation
2279,train
2280,train
2281,train
2282,train
2283,validation
2284,train
2285,validation
2286,train
2287,train
2288,validation
2289,train
2290,train
2291,validation
2292,train
2293,train
2294,train
2295,train
2296,train
2297,validation
2298,train
2299,train
2300,train
2301,train
2302,validation
2303,validation
2304,train
2305,validation
2306,validation
2307,train
2308,validation
2309,train
2310,train
2311,train
2312,train
2313,train
2314,train
2315,train
2316,train
2317,validation
2318,train
2319,train
2320,validation
2321,train
2322,validation
2323,train
2324,train
2325,validation
2326,train
2327,train
2328,validation
2329,train
2330,train
2331,validation
2332,train
2333,train
2334,train
2335,train
2336,train
2337,train
2338,train
2339,train
2340,validation
2341,train
2342,validation
2343,train
2344,validation
2345,train
2346,train
2347,train
2348,train
2349,train
2350,train
2351,train
2352,train
2353,train
2354,validation
2355,train
2356,train
2357,train
2358,train
2359,train
2360,validation
2361,train
2362,train
2363,train
2364,validation
2365,train
2366,train
2367,validation
2368,train
2369,train
2370,validation
2371,train
2372,validation
2373,validation
2374,train
2375,train
2376,train
2377,validation
2378,train
2379,validation
2380,train
2381,train
2382,train
2383,train
2384,train
2385,train
2386,validation
2387,train
2388,validation
2389,train
2390,train
2391,train
2392,train
2393,train
2394,train
2395,train
2396,train
2397,train
2398,train
2399,train
2400,train
2401,train
2402,train
2403,train
2404,train
2405,train
2406,train
2407,train
2408,train
2409,train
2410,validation
2411,train
2412,train
2413,train
2414,train
2415,train
2416,train
2417,train
2418,train
2419,validation
2420,train
2421,train
2422,validation
2423,train
2424,train
2425,validation
2426,train
2427,train
2428,validation
2429,train
2430,train
2431,train
2432,validation
2433,train
2434,validation
2435,validation
2436,train
2437,validation
2438,train
2439,train
2440,train
2441,train
2442,train
2443,train
2444,validation
2445,train
2446,train
2447,train
2448,train
2449,train
2450,train
2451,train
2452,validation
2453,train
2454,train
2455,train
2456,train
2457,train
2458,train
2459,validation
2460,train
2461,train
2462,train
2463,train
2464,train
2465,validation
2466,train
2467,train
2468,train
2469,train
2470,validation
2471,validation
2472,validation
2473,train
2474,train
2475,train
2476,train
2477,train
2478,train
2479,train
2480,validation
2481,train
2482,train
2483,train
2484,train
2485,train
2486,validation
2487,train
2488,train
2489,train
2490,train
2491,train
2492,train
2493,train
2494,train
2495,validation
2496,train
2497,validation
2498,train
2499,train
2500,validation
2501,train
2502,train
2503,train
2504,train
2505,train
2506,train
2507,validation
2508,train
2509,train
2510,train
2511,train
2512,train
2513,train
2514,validation
2515,train
2516,train
2517,validation
2518,train
2519,train
2520,train
2521,train
2522,train
2523,train
2524,validation
2525,train
2526,train
2527,train
2528,train
2529,train
2530,train
2531,train
2532,train
2533,train
2534,train
2535,train
2536,train
2537,train
2538,train
2539,train
2540,train
2541,validation
2542,train
2543,train
2544,train
2545,train
2546,validation
2547,train
2548,train
2549,validation
2550,train
2551,validation
2552,train
2553,train
2554,validation
2555,validation
2556,train
2557,train
2558,train
2559,train
2560,train
2561,train
2562,train
2563,train
2564,validation
2565,train
2566,train
2567,train
2568,train
2569,train
2570,train
2571,validation
2572,train
2573,train
2574,train
2575,train
2576,validation
2577,train
2578,train
2579,train
2580,validation
2581,validation
2582,validation
2583,validation
2584,train
2585,train
2586,train
2587,train
2588,train
2589,train
2590,validation
2591,validation
2592,train
2593,train
2594,train
2595,train
2596,train
2597,train
2598,train
2599,train
2600,train
2601,train
2602,train
2603,train
2604,train
2605,train
2606,validation
2607,validation
2608,train
2609,validation
2610,train
2611,validation
2612,train
2613,train
2614,train
2615,train
2616,train
2617,train
2618,train
2619,train
2620,train
2621,train
2622,train
2623,train
2624,train
2625,validation
2626,train
2627,train
2628,validation
2629,train
2630,train
2631,train
2632,validation
2633,train
2634,train
2635,train
2636,validation
2637,train
2638,validation
2639,train
2640,train
2641,train
2642,train
2643,train
2644,train
2645,train
2646,train
2647,train
2648,train
2649,train
2650,train
2651,train
2652,validation
2653,train
2654,train
2655,train
2656,validation
2657,train
2658,train
2659,train
2660,train
2661,train
2662,train
2663,train
2664,validation
2665,train
2666,train
2667,train
2668,train
2669,train
2670,train
2671,train
2672,train
2673,train
2674,train
2675,train
2676,train
2677,train
2678,train
2679,train
2680,train
2681,validation
2682,train
2683,train
2684,train
2685,validation
2686,train
2687,validation
2688,validation
2689,validation
2690,validation
2691,validation
2692,train
2693,train
2694,train
2695,validation
2696,train
2697,train
2698,train
2699,train
2700,train
2701,train
2702,train
2703,train
2704,train
2705,train
2706,train
2707,train
2708,train
2709,validation
2710,train
2711,train
2712,train
2713,train
2714,train
2715,train
2716,validation
2717,train
2718,validation
2719,train
2720,train
2721,train
2722,train
2723,validation
2724,train
2725,train
2726,train
2727,train
2728,train
2729,train
2730,train
2731,validation
2732,validation
2733,train
2734,train
2735,train
2736,train
2737,train
2738,validation
2739,train
2740,train
2741,train
2742,train
2743,train
2744,train
2745,train
2746,train
2747,train
2748,train
2749,train
2750,train
2751,train
2752,validation
2753,validation
2754,train
2755,validation
2756,train
2757,train
2758,train
2759,validation
2760,validation
2761,train
2762,train
2763,train
2765,validation
2766,validation
2767,train
2768,train
2769,train
2770,train
2771,train
2772,validation
2773,validation
2774,train
2775,train
2776,train
2777,train
2778,train
2779,train
2780,validation
2781,train
2782,train
2783,train
2784,train
2785,train
2786,train
2787,train
2788,validation
2789,train
2790,validation
2791,train
2792,train
2793,train
2794,train
2795,validation
2796,train
2797,train
2798,train
2799,train
2800,train
2801,train
2802,train
2803,validation
2804,validation
2805,train
2806,train
2807,train
2808,train
2809,train
2810,validation
2811,train
2812,train
2813,validation
2814,train
2815,train
2816,train
2817,train
2818,train
2819,train
2820,train
2821,train
2822,train
2823,train
2824,train
2825,train
2826,validation
2827,train
2828,train
2829,train
2830,train
2831,train
2832,train
2833,train
2834,train
2835,train
2836,validation
2837,validation
2838,train
2839,train
2840,train
2841,train
2842,validation
2843,train
2844,train
2845,train
2846,train
2847,train
2848,validation
2849,train
2850,train
2851,train
2852,validation
2853,train
2854,train
2855,train
2856,train
2857,train
2858,validation
2859,train
2860,train
2861,train
2862,train
2863,train
2864,train
2865,train
2866,validation
2867,train
2868,validation
2869,train
2870,validation
2871,train
2872,train
2873,train
2874,train
2875,train
2876,train
2877,train
2878,train
2879,train
2880,train
2881,validation
2882,validation
2883,train
2884,train
2885,train
2886,train
2887,train
2888,train
2889,train
2890,train
2891,train
2892,train
2893,train
2894,validation
2895,validation
2896,train
2897,train
2898,train
2899,train
2900,train
2901,train
2902,train
2903,train
2904,train
2905,train
2906,train
2907,validation
2908,train
2909,train
2910,train
2911,train
2912,train
2913,train
2914,train
2915,train
2916,validation
2917,train
2918,train
2919,train
2920,train
2921,train
2922,train
2923,validation
2924,train
2925,train
2926,validation
2927,train
2928,train
2929,train
2930,train
2931,train
2932,validation
2933,validation
2934,validation
2935,validation
2936,train
2937,validation
2938,train
2939,train
2940,train
2941,train
2942,train
2943,train
2944,train
2945,train
2946,validation
2947,train
2948,train
2949,train
2950,validation
2951,train
2952,validation
2953,train
2954,train
2955,train
2956,train
2957,validation
2958,train
2959,train
2960,train
2961,train
2962,validation
2963,train
2964,validation
2965,train
2966,train
2967,validation
2968,train
2969,train
2970,validation
2971,train
2972,train
2973,train
2974,train
2975,validation
2976,train
2977,train
2978,train
2979,train
2980,train
2981,train
2982,validation
2983,train
2984,train
2985,train
2986,train
2987,train
2988,train
2989,train
2990,validation
2991,train
2992,train
2993,train
2994,train
2995,train
2996,train
2997,train
2998,train
2999,train
3000,train
3001,train
3002,train
3003,train
3004,train
3005,train
3006,validation
3007,train
3008,train
3009,train
3010,train
3011,train
3012,train
3013,train
3014,train
3015,train
3016,train
3017,validation
3018,train
3019,train
3020,validation
3021,validation
3022,train
3023,train
3024,validation
3025,train
3026,train
3027,train
3028,validation
3029,train
3030,train
3031,train
3032,train
3033,train
3034,train
3035,train
3036,train
3037,train
3038,train
3039,validation
3040,train
3041,train
3042,validation
3043,train
3044,train
3045,train
3046,train
3047,train
3048,validation
3049,train
3050,train
3051,train
3052,train
3053,train
3054,train
3055,train
3056,train
3057,validation
3058,train
3059,train
3060,train
3061,train
3062,train
3063,train
3064,train
3065,train
3066,train
3067,train
3068,train
3069,train
3070,validation
3071,train
3072,train
3073,train
3074,train
3075,train
3076,train
3077,train
3078,validation
3079,train
3080,train
3081,train
3082,train
3083,train
3084,train
3085,train
3086,train
3087,train
3088,train
3089,train
3090,train
3091,validation
3092,train
3093,train
3094,train
3095,train
3096,train
3097,train
3098,train
3099,train
3100,validation
3101,train
3102,train
3103,validation
3104,validation
3105,train
3106,train
3107,train
3108,train
3109,train
3110,train
3111,train
3112,validation
3113,train
3114,train
3115,train
3116,train
3117,train
3118,train
3119,validation
3120,validation
3121,train
3122,train
3123,train
3124,train
3125,validation
3126,train
3127,validation
3128,train
3129,validation
3130,train
3131,train
3132,train
3133,train
3134,train
3135,validation
3136,train
3137,train
3138,train
3139,train
3140,train
3141,train
3142,train
3143,train
3144,train
3145,train
3146,train
3147,train
3148,train
3149,train
3150,validation
3151,train
3152,train
3153,train
3154,train
3155,train
3156,validation
3157,train
3158,validation
3159,train
3160,train
3161,train
3162,train
3163,train
3164,train
3165,validation
3166,train
3167,train
3168,train
3169,train
3170,train
3171,train
3172,train
3173,train
3174,validation
3175,train
3176,train
3177,train
3178,train
3179,train
3180,train
3181,train
3182,train
3183,validation
3184,validation
3185,train
3186,train
3187,train
3188,train
3189,train
3190,train
3191,train
3192,train
3193,train
3194,validation
3195,train
3196,train
3197,train
3198,train
3199,train
3200,train
3201,train
3202,train
3203,train
3204,train
3205,train
3206,train
3207,train
3208,train
3209,validation
3210,train
3211,validation
3212,train
3213,train
3214,train
3215,train
3216,train
3217,validation
3218,train
3219,validation
3220,train
3221,validation
3222,train
3223,validation
3224,validation
3225,train
3226,train
3227,train
3228,train
3229,train
3230,validation
3231,train
3232,train
3233,train
3234,train
3235,train
3236,train
3237,train
3238,validation
3239,train
3240,train
3241,train
3242,train
3243,validation
3244,train
3245,train
3246,train
3247,train
3248,train
3249,train
3250,train
3251,train
3252,train
3253,train
3254,train
3255,train
3256,train
3257,train
3258,train
3259,train
3260,train
3261,train
3262,train
3263,validation
3264,train
3265,train
3266,validation
3267,train
3268,train
3269,validation
3270,train
3271,validation
3272,train
3273,train
3274,train
3275,train
3276,train
3277,train
3278,train
3279,train
3280,train
3281,train
3282,train
3283,train
3284,train
3285,train
3286,train
3287,train
3288,train
3289,train
3290,train
3291,train
3292,train
3293,train
3294,validation
3295,train
3296,train
3297,train
3298,validation
3299,train
3300,train
3301,train
3302,train
3303,train
3304,train
3305,train
3306,train
