model_id,model_id_int,group,is_scene,stl_size_mb,num_views,has_caption,num_vertices,num_faces,volume,complexity_score
0054,54,train_group_1_with_text,False,0.008218765258789062,26,True,19,34,278580.088,0.000646
0055,55,train_group_1_with_text,False,0.0772247314453125,26,True,160,320,61241.95975400432,0.0512
0056,56,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,228107930.88000014,9.6e-05
0057,57,train_group_1_with_text,False,0.0154571533203125,26,True,32,64,14.602714,0.002048
0058,58,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,117986.86079999794,9.6e-05
0059,59,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,1071.8935546947598,0.0052
0060,60,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1785.0,9.6e-05
0061,61,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,74555.604,9.6e-05
0062,62,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,30725.74499999994,9.6e-05
0063,63,train_group_1_with_text,False,0.003875732421875,26,True,10,16,172064.17199999993,0.00016
0064,64,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,13499.999999999998,0.00024
0065,65,train_group_1_with_text,False,0.05599212646484375,26,True,118,232,96029.52066728754,0.027376
0066,66,train_group_1_with_text,False,0.11679458618164062,26,True,242,484,13283.354356244256,0.117128
0067,67,train_group_1_with_text,False,0.00580596923828125,26,True,14,24,58597.52610621199,0.000336
0068,68,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,86124.99999999996,9.6e-05
0069,69,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,2295213.1514999997,9.6e-05
0070,70,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,30725.74500000001,9.6e-05
0071,71,train_group_1_with_text,False,0.055027008056640625,26,True,112,228,69666.672784896,0.025536
0072,72,train_group_1_with_text,False,0.03524208068847656,26,True,73,146,81671.8331294619,0.010658
0073,73,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,707921164.8000001,9.6e-05
0074,74,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,3154.502275000325,0.0052
0075,75,train_group_1_with_text,False,0.06757354736328125,26,True,142,280,205657.24553624203,0.03976
0076,76,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,35999999.99999998,9.6e-05
0077,77,train_group_1_with_text,False,0.07915496826171875,26,True,166,328,38206.01659900899,0.054448
0078,78,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,72129.27105841569,9.6e-05
0079,79,train_group_1_with_text,False,0.016422271728515625,26,True,36,68,41479.75575000001,0.002448
0080,80,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,35.559843513648104,0.0052
0081,81,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,20451055.871999998,9.6e-05
0082,82,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,700000.0,9.6e-05
0083,83,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,1249560000.0,0.00024
0084,84,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,9291465.287999997,9.6e-05
0085,85,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1062775.0099296002,9.6e-05
0086,86,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,32625.00000000001,0.00024
0087,87,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1179868.6080000184,9.6e-05
0088,88,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,46124.999999999825,0.00024
0089,89,train_group_1_with_text,False,0.07818984985351562,26,True,160,324,1516684.1617969256,0.05184
0090,90,train_group_1_with_text,False,0.15346908569335938,26,True,320,636,204657.8899812624,0.20352
0091,91,train_group_1_with_text,False,0.13706207275390625,26,True,284,568,384737.60340851004,0.161312
0092,92,train_group_1_with_text,False,0.02896881103515625,26,True,60,120,1968.8889559751997,0.0072
0093,93,train_group_1_with_text,False,0.018352508544921875,26,True,40,76,6187.500000000001,0.00304
0094,94,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1093836.5219999996,9.6e-05
0095,95,train_group_1_with_text,False,0.0077362060546875,26,True,18,32,98322.38399999996,0.000576
0096,96,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,99007.7874507,9.6e-05
0097,97,train_group_1_with_text,False,0.07818984985351562,26,True,164,324,355730.0473561217,0.053136
0098,98,train_group_1_with_text,False,0.003875732421875,26,True,10,16,922535455.5705601,0.00016
0099,99,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,167148.05280000033,0.000448
0100,100,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,1629529.6441600027,0.000448
0101,101,train_group_1_with_text,False,0.20365524291992188,26,True,424,844,18399.44100401279,0.357856
0102,102,train_group_1_with_text,False,0.014009475708007812,26,True,31,58,11276.513737249998,0.001798
0103,103,train_group_1_with_text,False,0.07915496826171875,26,True,164,328,20358.21449840144,0.053792
0104,104,train_group_1_with_text,False,0.039585113525390625,26,True,82,164,28366.602581538213,0.013448
0105,105,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,241.6635360910734,0.0052
0106,106,train_group_1_with_text,False,0.18628311157226562,26,True,382,772,20229.655660629058,0.294904
0107,107,train_group_1_with_text,False,0.374481201171875,26,True,756,1552,105969.22097360803,1.173312
0108,108,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,14400.0,9.6e-05
0109,109,train_group_1_with_text,False,0.03331184387207031,26,True,71,138,7680.876511883148,0.009798
0110,110,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,1816526166.5425446,0.00024
0111,111,train_group_1_with_text,False,0.09073638916015625,26,True,188,376,510.5118862960588,0.070688
0112,112,train_group_1_with_text,False,0.20558547973632812,26,True,416,852,48970.5262937623,0.354432
0113,113,train_group_1_with_text,False,0.04248046875,26,True,86,176,75924.0594702414,0.015136
0114,114,train_group_1_with_text,False,0.05599212646484375,26,True,118,232,952.8464834349408,0.027376
0115,115,train_group_1_with_text,False,0.01352691650390625,26,True,30,56,107558.23649600001,0.00168
0116,116,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,166882.74687899998,0.000448
0117,117,train_group_1_with_text,False,0.2084808349609375,26,True,432,864,576919.1873925715,0.373248
0118,118,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,94500.00000000007,9.6e-05
0119,119,train_group_1_with_text,False,0.04827117919921875,26,True,104,200,4666.6542655906205,0.0208
0120,120,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,442450.7280000003,0.00024
0121,121,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,24999.999999999996,9.6e-05
0122,122,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,47.05544153075041,0.0052
0123,123,train_group_1_with_text,False,0.019317626953125,26,True,42,80,4800.000000000001,0.00336
0124,124,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,21123.949687500004,0.00024
0125,125,train_group_1_with_text,False,0.050201416015625,26,True,104,208,2820.2025995837334,0.021632
0126,126,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,19999.999999999698,9.6e-05
0127,127,train_group_1_with_text,False,0.003875732421875,26,True,10,16,81935.31999999995,0.00016
0128,128,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,4666.655151798263,0.0052
0129,129,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,3360000.0,9.6e-05
0130,130,train_group_1_with_text,False,0.11293411254882812,26,True,236,468,3113158.275012151,0.110448
0131,131,train_group_1_with_text,False,0.00966644287109375,26,True,20,40,11881.477486785001,0.0008
0132,132,train_group_1_with_text,False,0.06371307373046875,26,True,134,264,161351.06920529186,0.035376
0133,133,train_group_1_with_text,False,0.19593429565429688,26,True,400,812,48556.064971237625,0.3248
0134,134,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,41479.75574999999,0.00024
0135,135,train_group_1_with_text,False,0.012561798095703125,26,True,28,52,433998.787575238,0.001456
0136,136,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,2820623.3910000003,0.000512
0137,137,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,191999.99999999985,9.6e-05
0138,138,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,24580.595999999994,9.6e-05
0139,139,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,1605932.2719999999,0.000448
0140,140,train_group_1_with_text,False,0.003875732421875,26,True,10,16,208935.06600000002,0.00016
0141,141,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1536.287250000001,9.6e-05
0142,142,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,21600000.0,9.6e-05
0143,143,train_group_1_with_text,False,0.00580596923828125,26,True,14,24,118806.21400000004,0.000336
0144,144,train_group_1_with_text,False,0.01352691650390625,26,True,30,56,43768.266607911944,0.00168
0145,145,train_group_1_with_text,False,0.02703857421875,26,True,58,112,10157.364734045432,0.006496
0146,146,train_group_1_with_text,False,0.0077362060546875,26,True,18,32,412.5,0.000576
0147,147,train_group_1_with_text,False,0.2523937225341797,26,True,902,1046,0.0,0.943492
0148,148,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,2048383.0000000002,9.6e-05
0149,149,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,461891.62197599973,0.000512
0150,150,train_group_1_with_text,False,0.1288585662841797,26,True,267,534,12885.619126985703,0.142578
0151,151,train_group_1_with_text,False,0.029933929443359375,26,True,62,124,181490.24835242427,0.007688
0152,152,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,16387.063999999995,9.6e-05
0153,153,train_group_1_with_text,False,0.00194549560546875,26,True,6,8,31980.339265,4.8e-05
0154,154,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1193.119373726,9.6e-05
0155,155,train_group_1_with_text,False,0.034759521484375,26,True,72,144,432.36726163562435,0.010368
0156,156,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,30725.744999999955,9.6e-05
0157,157,train_group_1_with_text,False,0.010631561279296875,26,True,24,44,13314.489499999994,0.001056
0158,158,train_group_1_with_text,False,0.09942245483398438,26,True,208,412,80790.31182436814,0.085696
0159,159,train_group_1_with_text,False,0.09170150756835938,26,True,188,380,17484.000108900877,0.07144
0160,160,train_group_1_with_text,False,0.081085205078125,26,True,168,336,438.86657900565206,0.056448
0161,161,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,18955.05352400518,0.0052
0162,162,train_group_1_with_text,False,0.05213165283203125,26,True,110,216,169277.24924007928,0.02376
0163,163,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,46088.61749999999,0.00024
0164,164,train_group_1_with_text,False,0.158294677734375,26,True,328,656,1704.491914976804,0.215168
0165,165,train_group_1_with_text,False,0.00580596923828125,26,True,14,24,1442061.6320000002,0.000336
0166,166,train_group_1_with_text,False,0.056957244873046875,26,True,120,236,1779.1104763379735,0.02832
0167,167,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,1131.0,0.000512
0168,168,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,344119.5375660001,0.000448
0169,169,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,654.3202143640324,0.0052
0170,170,train_group_1_with_text,False,0.12548065185546875,26,True,260,520,600094.4955243743,0.1352
0171,171,train_group_1_with_text,False,0.029933929443359375,26,True,64,124,213.7188988383156,0.007936
0172,172,train_group_1_with_text,False,0.053096771240234375,26,True,112,220,2100.1992421017644,0.02464
0173,173,train_group_1_with_text,False,0.045375823974609375,26,True,96,188,1583883.9625452107,0.018048
0174,174,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,491611.92,9.6e-05
0175,175,train_group_1_with_text,False,0.053096771240234375,26,True,112,220,79822.2531152151,0.02464
0176,176,train_group_1_with_text,False,0.3426322937011719,26,True,694,1420,35505.21016466847,0.98548
0177,177,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1578406.6000000003,9.6e-05
0178,178,train_group_1_with_text,False,0.02896881103515625,26,True,60,120,7164.446884848752,0.0072
0179,179,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,2696184.1237500017,9.6e-05
0180,180,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,17471.999999999975,9.6e-05
0181,181,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,30725.664354999968,9.6e-05
0182,182,train_group_1_with_text,False,0.07432937622070312,26,True,156,308,915.4421239973162,0.048048
0183,183,train_group_1_with_text,False,0.045375823974609375,26,True,96,188,379933.1096730803,0.018048
0184,184,train_group_1_with_text,False,0.09749221801757812,26,True,204,404,8986102.921328751,0.082416
0185,185,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,6035.000000000079,9.6e-05
0186,186,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,19900.0,0.000512
0187,187,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,5300000.0,0.000512
0188,188,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,266935.9722483999,9.6e-05
0189,189,train_group_1_with_text,False,0.0072536468505859375,26,True,17,30,5309408.7360000005,0.00051
0190,190,train_group_1_with_text,False,0.03282928466796875,26,True,70,136,8883.11660549982,0.00952
0191,191,train_group_1_with_text,False,0.02896881103515625,26,True,60,120,2148.7674160987676,0.0072
0192,192,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,975205.6495848019,9.6e-05
0193,193,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,131096.51199999996,9.6e-05
0194,194,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,381504.675102408,9.6e-05
0195,195,train_group_1_with_text,False,0.0540618896484375,26,True,114,224,695434.169965843,0.025536
0196,196,train_group_1_with_text,False,0.07529449462890625,26,True,156,312,7888.648598024923,0.048672
0197,197,train_group_1_with_text,False,0.033794403076171875,26,True,72,140,153661.5398633945,0.01008
0198,198,train_group_1_with_text,False,0.00194549560546875,26,True,6,8,13610.61625,4.8e-05
0199,199,train_group_1_with_text,False,0.00580596923828125,26,True,16,24,125173.83388500409,0.000384
0200,200,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,10509000.0,9.6e-05
0201,201,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,418382.227750004,9.6e-05
0202,202,train_group_1_with_text,False,0.2716960906982422,26,True,555,1126,0.0,0.62493
0203,203,train_group_1_with_text,False,0.050201416015625,26,True,104,208,15.679965060991279,0.021632
0204,204,train_group_1_with_text,False,0.003875732421875,26,True,10,16,40327.62498975,0.00016
0205,205,train_group_1_with_text,False,0.09556198120117188,26,True,200,396,12320.565006606563,0.0792
0206,206,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,131096.51199999996,9.6e-05
0207,207,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,3840492.8028699993,9.6e-05
0208,208,train_group_1_with_text,False,0.050201416015625,26,True,104,208,15.073297715080201,0.021632
0209,209,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,16387.063999999995,9.6e-05
0210,210,train_group_1_with_text,False,0.055027008056640625,26,True,112,228,14173.200574849245,0.025536
0211,211,train_group_1_with_text,False,0.03282928466796875,26,True,68,136,297.530157221877,0.009248
0212,212,train_group_1_with_text,False,0.033794403076171875,26,True,70,140,56112.59123088679,0.0098
0213,213,train_group_1_with_text,False,0.00580596923828125,26,True,14,24,491611.9199999999,0.000336
0214,214,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,185636.125,0.000512
0215,215,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,417542390.71999985,9.6e-05
0216,216,train_group_1_with_text,False,0.008701324462890625,26,True,20,36,2475.3694561599914,0.00072
0217,217,train_group_1_with_text,False,0.06853866577148438,26,True,142,284,1269210.8247798015,0.040328
0218,218,train_group_1_with_text,False,0.04055023193359375,26,True,86,168,46265.42725724241,0.014448
0219,219,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,144500.00000000003,9.6e-05
0220,220,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,32774.12799999998,9.6e-05
0221,221,train_group_1_with_text,False,0.10714340209960938,26,True,216,444,7309.4449481904,0.095904
0222,222,train_group_1_with_text,False,0.05599212646484375,26,True,118,232,654480.1701357606,0.027376
0223,223,train_group_1_with_text,False,0.019317626953125,26,True,40,80,67099.549525804,0.0032
0224,224,train_group_1_with_text,False,0.13320159912109375,26,True,276,552,5965.320765490326,0.152352
0225,225,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,3195477.479999999,0.00024
0226,226,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,131096.51199999996,9.6e-05
0227,227,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,482891.2161511197,9.6e-05
0228,228,train_group_1_with_text,False,0.00194549560546875,26,True,6,8,1543311.0566836263,4.8e-05
0229,229,train_group_1_with_text,False,0.00580596923828125,26,True,16,24,892067.28441025,0.000384
0230,230,train_group_1_with_text,False,0.104248046875,26,True,216,432,176254.30493578067,0.093312
0231,231,train_group_1_with_text,False,0.09170150756835938,26,True,188,380,582.0808380982652,0.07144
0232,232,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,14221.204212347997,9.6e-05
0233,233,train_group_1_with_text,False,0.056957244873046875,26,True,120,236,373.73956767618483,0.02832
0234,234,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,216000.0,9.6e-05
0235,235,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1687500.0,9.6e-05
0236,236,train_group_1_with_text,False,0.008701324462890625,26,True,20,36,2591.999999999994,0.00072
0237,237,train_group_1_with_text,False,0.031864166259765625,26,True,66,132,63069.238165515504,0.008712
0238,238,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,499293.3562500016,9.6e-05
0239,239,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,185374.40869417996,0.000448
0240,240,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,277.1256542,0.00024
0241,241,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,59775.5142620928,9.6e-05
0242,242,train_group_1_with_text,False,0.08012008666992188,26,True,168,332,46607.30269892915,0.055776
0243,243,train_group_1_with_text,False,0.0077362060546875,26,True,16,32,43016.04299999981,0.000512
0244,244,train_group_1_with_text,False,0.14960861206054688,26,True,312,620,4988059.137479999,0.19344
0245,245,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,3670702.335999999,9.6e-05
0246,246,train_group_1_with_text,False,0.08687591552734375,26,True,178,360,299.4784288251983,0.06408
0247,247,train_group_1_with_text,False,0.03668975830078125,26,True,78,152,3186.365925106367,0.011856
0248,248,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,24580.595999999965,9.6e-05
0249,249,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,45248.16689540799,0.000448
0250,250,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,3037499.9999999963,9.6e-05
0251,251,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,245805.96,9.6e-05
0252,252,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,18435.447,0.00024
0253,253,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,14338.681000000002,0.00024
0254,254,train_group_1_with_text,False,0.0772247314453125,26,True,160,320,120082.3541868255,0.0512
0255,255,train_group_1_with_text,False,0.0617828369140625,26,True,130,256,956.4288082929087,0.03328
0256,256,train_group_1_with_text,False,0.10714340209960938,26,True,216,444,269915.99876880005,0.095904
0257,257,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,24640.15066997249,0.00024
0258,258,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,16387.063999999995,0.00024
0259,259,train_group_1_with_text,False,0.0115966796875,26,True,26,48,98322.38400000008,0.001248
0260,260,train_group_1_with_text,False,0.08012008666992188,26,True,162,332,84156.11563218827,0.053784
0261,261,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,6194310.191999999,9.6e-05
0262,262,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,902626.24501314,9.6e-05
0263,263,train_group_1_with_text,False,0.050201416015625,26,True,104,208,333.66580443455825,0.021632
0264,264,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,0.97222004044831,0.0052
0265,265,train_group_1_with_text,False,0.02896881103515625,26,True,60,120,3222.224141366956,0.0072
0266,266,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,229418.89599999986,0.000448
0267,267,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,66825.00000000004,0.000448
0268,268,train_group_1_with_text,False,0.12041378021240234,26,True,271,499,0.0,0.135229
0269,269,train_group_1_with_text,False,0.06853866577148438,26,True,140,284,3045.2781770839297,0.03976
0270,270,train_group_1_with_text,False,0.13802719116210938,26,True,286,572,11949.580629046992,0.163592
0271,271,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,13826.585249999966,9.6e-05
0272,272,train_group_1_with_text,False,0.024143218994140625,26,True,52,100,1808.6355698117804,0.0052
0273,273,train_group_1_with_text,False,0.0308990478515625,26,True,64,128,22145.82719209198,0.008192
0274,274,train_group_1_with_text,False,0.09073638916015625,26,True,188,376,552.0439439855996,0.070688
0275,275,train_group_1_with_text,False,0.08398056030273438,26,True,176,348,33072.781816632116,0.061248
0276,276,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,208935.06599999996,0.000448
0277,277,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,810.0000000000105,9.6e-05
0278,278,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,690000.0,9.6e-05
0279,279,train_group_1_with_text,False,0.003875732421875,26,True,10,16,197293.47201799965,0.00016
0280,280,train_group_1_with_text,False,0.06660842895507812,26,True,140,276,42627.979191451785,0.03864
0281,281,train_group_1_with_text,False,0.07915496826171875,26,True,164,328,4034.7374952268656,0.053792
0282,282,train_group_1_with_text,False,0.15781211853027344,26,True,327,654,30994403.158312205,0.213858
0283,283,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,952.7439009599999,9.6e-05
0284,284,train_group_1_with_text,False,0.0115966796875,26,True,24,48,28677.361999999976,0.001152
0285,285,train_group_1_with_text,False,0.09363174438476562,26,True,194,388,230.32426966096304,0.075272
0286,286,train_group_1_with_text,False,0.006771087646484375,26,True,16,28,1.136349999999889,0.000448
0287,287,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,1533.8291904,9.6e-05
0288,288,train_group_1_with_text,False,0.004840850830078125,26,True,12,20,9000.029999999997,0.00024
0289,289,train_group_1_with_text,False,0.0772247314453125,26,True,156,320,93295.29403923957,0.04992
0290,290,train_group_1_with_text,False,0.002910614013671875,26,True,8,12,5751859.464000065,9.6e-05
0291,291,train_group_1_with_text,False,0.07915496826171875,26,True,166,328,26349.894396224543,0.054448
0292,292,train_group_1_with_text,False,0.25673675537109375,26,True,532,1064,787596.8742525143,0.566048
